level_0,level_1,level_2,level_3,v33,v76,v12,v68,v50,v7,v70,v55,v20,v24,v32,v97,v28,v99,v95,v42,v53,v85,v9,v84,v44,classlabel
bb,g,24,5,t,4,75,0,t,73,0,1275,2,u,3,63,f,c,0,730000,444,g,0,t,f,yes.
v,g,37,5,t,1,5,b,f,431,0,1125,0,y,4,21,t,d,0,4310000,0,p,1,f,f,yes.
v,g,36,75,t,1,5,b,f,232,0,125,0,y,3,79,t,c,f,2320000,113,p,0,f,f,yes.
bb,g,28,25,t,1,5,b,t,144,0,504,8,y,4,19,t,c,t,1440000,7,p,1,f,t,yes.
h,g,32,75,t,5,5,b,t,0,0,15,3,u,2,43,t,cc,t,0,0,g,1,f,t,yes.
h,g,17,83,t,1,0,a,t,0,0,11,11,u,3,19,f,x,0,0,3000,g,0,t,f,yes.
h,g,22,83,t,2,29,a,t,140,0,229,7,u,4,42,t,q,t,1400000,2384,g,1,f,t,yes.
v,g,13,75,t,1,75,b,t,120,0,4,2,y,3,84,t,W,0,1200000,1000,p,0,t,f,yes.
h,g,41,0,t,0,125,a,t,455,0,204,23,y,3,72,t,q,0,4550000,1236,p,0,t,f,yes.
h,g,23,8,t,2,125,b,t,290,0,115,11,u,4,39,t,W,0,2900000,284,g,1,f,t,yes.
v,s,20,17,t,1,71,b,f,120,0,5625,0,u,2,87,f,W,0,1200000,0,g,0,t,f,yes.
v,g,50,8,t,2,29,a,t,156,0,1254,3,u,3,95,t,aa,0,1560000,0,g,0,t,f,yes.
h,g,27,0,t,4,25,b,t,312,0,75,3,u,2,5,t,c,t,3120000,150,g,1,f,t,yes.
v,g,29,75,f,0,25,0,f,300,0,665,0,u,3,6,t,W,f,3000000,0,g,0,f,f,no.
v,g,25,25,f,0,5,b,f,200,0,1,0,u,3,47,f,aa,0,2000000,0,g,0,f,f,no.
h,s,39,17,f,10,0,b,f,200,0,25,0,y,3,89,t,i,0,2000000,0,p,1,f,f,no.
v,g,20,8,f,0,125,b,f,200,0,25,0,u,0,66,f,q,f,2000000,0,g,1,f,f,no.
v,s,44,25,f,10,75,b,f,400,0,5,0,u,4,46,f,m,f,4000000,0,g,1,f,t,no.
v,s,27,67,f,2,0,a,f,368,0,15,0,u,3,74,f,m,0,3680000,0,g,1,f,t,no.
bb,g,26,92,f,0,5,b,f,640,0,225,0,u,4,67,t,i,0,6400000,4000,g,1,f,f,no.
ff,g,27,33,f,0,0,a,f,340,0,1665,0,u,4,42,f,ff,0,3400000,1,g,1,f,f,no.
v,s,16,25,f,0,85,b,f,200,0,835,0,u,3,97,f,m,0,2000000,0,g,0,t,f,no.
v,p,33,67,f,1,5,b,f,120,0,2165,0,u,3,5,f,c,0,1200000,0,g,1,f,f,no.
v,g,22,5,f,3,0,a,f,268,0,11,0,y,3,97,t,q,0,2680000,0,p,1,f,t,no.
v,g,37,33,f,0,165,b,f,0,0,2665,0,u,3,25,t,cc,0,0,501,g,0,f,f,no.
h,g,29,25,f,0,5,b,f,228,0,13,0,u,3,97,f,d,0,2280000,0,g,0,f,f,no.
h,g,35,0,f,8,29,b,f,0,0,3375,0,u,3,68,t,c,f,0,0,g,1,f,f,no.
v,g,22,67,f,0,165,a,f,160,0,7,0,u,4,16,f,c,f,1600000,0,g,0,f,f,no.
bb,g,34,75,f,0,5,b,f,348,0,25,0,u,2,64,f,cc,f,3480000,0,g,0,f,f,no.
v,g,20,67,f,0,375,b,t,160,0,529,1,u,2,93,f,q,t,1600000,0,g,1,f,t,no.
v,g,22,8,f,1,585,b,f,100,0,1146,0,u,3,72,t,k,0,1000000,1212,g,0,f,f,no.
v,g,20,75,f,0,4,a,f,200,0,954,0,u,2,21,f,i,0,2000000,1000,g,1,f,f,no.
h,g,40,92,f,10,0,b,f,176,0,225,0,y,2,94,t,x,0,1760000,0,p,0,t,f,no.
h,g,23,42,f,0,85,b,f,180,0,585,0,u,3,61,f,c,f,1800000,0,g,1,f,t,no.
v,g,28,58,f,2,415,a,f,440,0,1665,0,u,5,11,t,q,0,4400000,0,g,1,f,t,no.
v,g,15,83,f,0,125,a,t,0,0,7625,1,u,4,13,t,q,t,0,160,g,1,f,f,no.
v,g,18,58,f,0,415,a,f,80,0,1,0,u,2,0,f,d,f,800000,42,g,0,f,f,no.
ff,g,36,58,f,0,0,a,t,200,0,29,10,u,1,46,f,ff,t,2000000,18,g,0,f,f,no.
v,g,45,33,f,0,125,0,f,263,0,1,0,u,2,3,t,q,f,2630000,0,g,0,f,f,no.
h,g,29,83,f,0,4,b,f,128,0,204,0,y,2,27,f,x,f,1280000,1,p,1,f,f,no.
v,g,29,83,f,0,165,b,f,216,0,35,0,u,2,67,f,c,0,2160000,0,g,0,f,f,no.
v,g,36,5,f,3,5,b,f,454,0,425,0,u,3,7,f,q,f,4540000,50,g,1,f,f,no.
ff,g,22,25,f,3,25,a,f,280,0,125,0,y,4,35,f,ff,f,2800000,0,p,1,f,f,no.
v,g,22,5,f,0,125,b,f,200,0,125,0,y,3,45,f,k,0,2000000,70,p,1,f,f,no.
h,g,27,67,f,0,165,b,f,220,0,75,0,u,3,7,t,q,0,2200000,251,g,1,f,f,no.
ff,g,40,92,f,0,0,b,f,130,0,835,0,u,1,43,f,ff,0,1300000,1,g,0,t,f,no.
h,g,62,5,f,5,0,b,f,112,0,1275,0,y,3,84,f,c,f,1120000,0,p,1,f,t,no.
v,g,29,58,f,1,25,a,f,280,0,175,0,y,4,18,t,k,0,2800000,0,p,0,f,f,no.
ff,g,18,58,f,0,415,b,f,80,0,1029,0,u,2,52,f,ff,f,800000,0,g,1,f,f,no.
ff,g,39,58,f,0,0,b,t,17,0,5,2,u,2,83,f,ff,0,170000,1,g,0,f,f,no.
v,g,24,58,f,0,875,b,f,260,0,125,0,u,3,11,t,W,f,2600000,0,g,0,t,f,no.
v,g,38,17,t,2,5,b,t,520,0,10125,6,u,2,86,f,x,t,5200000,196,g,1,f,t,yes.
v,g,27,0,t,0,375,b,f,260,0,15,0,y,3,62,t,W,0,2600000,1065,p,0,t,f,yes.
h,g,41,17,t,7,0,b,t,320,0,404,8,u,2,71,f,cc,t,3200000,0,g,1,f,t,yes.
ff,g,65,17,t,0,0,a,t,0,0,14,11,u,2,88,t,ff,0,0,1400,g,0,t,f,yes.
v,g,23,25,t,2,375,b,t,0,0,15,3,u,4,1,t,q,0,0,582,g,0,t,f,yes.
v,g,21,83,t,0,29,b,t,121,0,11,6,u,2,1,f,x,0,1210000,0,g,1,f,t,yes.
v,g,26,0,t,1,75,b,f,280,0,1,0,u,4,21,t,q,0,2800000,0,g,1,f,t,yes.
v,g,31,67,t,1,335,b,t,303,0,83,8,u,3,57,t,x,t,3030000,3290,g,1,f,t,yes.
h,g,49,83,t,8,5,a,f,0,0,13585,0,u,3,25,t,k,0,0,0,g,0,t,f,yes.
bb,g,47,42,t,6,5,a,t,375,0,8,6,u,3,52,f,e,t,3750000,51100,g,1,f,t,yes.
bb,g,51,33,t,0,0,b,t,0,0,1,11,u,5,8,f,i,0,0,1249,g,1,f,t,yes.
v,g,18,92,t,0,75,a,t,88,0,9,2,u,3,79,f,aa,0,880000,591,g,0,t,f,yes.
v,s,28,42,t,0,835,a,f,280,0,35,0,u,4,65,f,W,f,2800000,0,g,1,f,t,yes.
v,g,56,75,t,1,25,b,t,200,0,1225,4,u,3,99,t,m,0,2000000,0,g,0,t,f,yes.
bb,g,58,42,t,10,0,a,t,0,0,21,13,u,3,18,f,i,0,0,6700,g,1,f,t,yes.
v,s,48,33,t,16,0,b,f,110,0,12,0,u,1,91,f,m,f,1100000,0,g,0,t,f,yes.
v,g,33,17,t,0,75,b,t,340,0,1,7,u,4,52,t,x,0,3400000,4071,g,0,t,f,yes.
v,g,22,42,t,2,585,a,t,129,0,5665,7,u,3,62,f,q,t,1290000,3257,g,1,f,t,yes.
v,g,18,83,t,0,85,a,f,100,0,954,0,u,3,78,f,aa,0,1000000,0,g,1,f,t,yes.
v,g,48,58,t,0,25,b,t,380,0,205,11,y,3,76,f,k,0,3800000,2732,p,1,f,t,yes.
h,g,26,75,t,1,25,b,f,0,0,1125,0,u,3,1,f,x,f,0,5298,g,0,t,f,yes.
h,g,64,8,t,17,5,b,t,0,0,2,9,u,3,1,t,x,t,0,1000,g,0,t,f,yes.
v,g,20,17,t,1,665,b,t,40,0,925,3,u,2,63,t,c,0,400000,28,g,1,f,t,yes.
v,g,25,67,t,1,21,b,t,140,0,125,67,u,0,92,t,cc,0,1400000,258,g,1,f,t,yes.
h,g,22,67,t,1,335,b,f,100,0,105,0,u,1,74,f,q,0,1000000,0,g,1,f,t,yes.
v,g,31,33,t,7,0,b,t,0,0,195,16,u,5,8,f,c,t,0,5000,g,1,f,t,yes.
v,g,56,42,t,28,5,b,t,0,0,28,40,y,0,96,f,c,t,0,15,p,1,f,t,yes.
v,g,24,75,t,1,5,a,t,120,0,125,12,u,3,71,t,aa,0,1200000,567,g,0,t,f,yes.
h,g,24,8,t,1,25,a,t,0,0,5,1,u,3,89,f,q,0,0,678,g,1,f,t,yes.
v,g,28,33,t,11,0,b,f,70,0,5,0,u,2,28,t,W,f,700000,0,g,0,t,f,yes.
v,g,19,5,f,0,4,a,f,380,0,165,0,u,4,34,t,q,0,3800000,0,g,0,f,f,no.
v,g,34,8,f,0,125,b,f,443,0,65,0,u,2,81,t,aa,f,4430000,0,g,0,t,f,no.
v,g,52,42,f,3,75,b,f,0,0,15,0,u,3,37,t,d,f,0,350,g,0,f,f,no.
bb,g,37,5,f,0,25,b,f,164,0,175,0,y,4,71,t,c,f,1640000,400,p,0,t,f,no.
n,g,21,42,f,0,75,b,f,132,0,75,0,y,2,89,t,r,f,1320000,2,p,1,f,f,no.
dd,g,20,83,f,1,0,a,f,260,0,5,0,y,3,18,f,e,f,2600000,0,p,0,f,f,no.
v,g,31,83,f,0,4,b,f,0,0,4,0,y,4,62,f,m,0,0,0,p,0,f,f,no.
v,g,42,83,f,13,875,b,t,352,0,125,1,u,3,25,t,m,t,3520000,112,g,1,f,f,no.
ff,g,32,25,f,0,0,b,t,160,0,14,2,y,2,9,f,ff,t,1600000,1,p,1,f,f,no.
v,g,40,92,f,0,5,b,f,130,0,5,0,y,4,46,t,m,0,1300000,0,p,1,f,f,no.
ff,g,25,25,f,2,0,a,t,200,0,135,1,y,2,89,t,ff,0,2000000,1,p,1,f,f,no.
h,g,23,58,f,0,85,b,f,220,0,835,0,u,4,72,t,i,0,2200000,5,g,1,f,f,no.
v,g,38,42,f,0,375,b,t,225,0,705,2,u,3,2,f,c,0,2250000,500,g,1,f,f,no.
v,g,23,58,f,0,415,a,t,200,0,83,1,u,3,9,t,q,0,2000000,11,g,0,f,f,no.
v,g,20,0,f,0,5,b,f,0,0,7,0,u,0,64,f,c,f,0,0,g,1,f,f,no.
v,g,20,8,f,0,0,a,f,0,0,125,0,u,1,92,f,c,0,0,0,g,1,f,f,no.
v,g,24,8,f,0,85,b,t,254,0,875,4,u,6,62,f,m,t,2540000,1950,g,0,f,f,no.
v,g,0,0,f,0,25,b,f,380,0,625,0,u,4,18,f,k,0,3800000,2010,g,1,f,f,no.
dd,g,24,42,f,0,165,b,t,320,0,2,2,u,4,48,f,e,t,3200000,1300,g,1,f,f,no.
v,g,34,8,f,1,0,b,f,460,0,25,0,u,0,64,f,c,0,4600000,16,g,1,f,f,no.
bb,g,30,8,f,0,5,b,t,132,0,104,10,y,3,44,t,i,t,1320000,28,p,1,f,t,no.
h,g,27,83,f,5,75,b,t,75,0,4,2,y,2,82,t,i,t,750000,0,p,1,f,t,no.
v,g,47,33,f,1,0,b,f,0,0,65,0,u,4,7,t,c,0,0,228,g,1,f,f,no.
h,g,20,67,f,1,375,b,t,140,0,125,3,y,2,91,t,c,0,1400000,210,p,1,f,t,no.
v,g,25,42,f,1,29,a,t,200,0,1125,2,u,4,72,f,q,0,2000000,0,g,1,f,t,no.
v,g,28,67,f,0,125,b,f,0,0,145,0,u,4,6,f,d,0,0,286,g,0,f,f,no.
v,g,41,58,f,0,665,a,f,240,0,104,0,u,4,6,f,aa,f,2400000,237,g,0,f,f,no.
v,g,20,83,f,0,165,a,f,0,0,85,0,u,2,59,f,c,0,0,351,g,1,f,f,no.
bb,g,42,75,f,1,0,b,f,0,0,3,0,u,1,42,f,i,f,0,200,g,0,t,f,no.
bb,s,33,58,f,4,0,b,f,420,0,25,0,u,3,77,t,i,0,4200000,0,g,1,f,f,no.
v,g,20,42,f,1,5,b,f,108,0,1085,0,u,3,78,f,q,0,1080000,7,g,1,f,f,no.
v,g,22,5,f,1,5,b,f,0,0,115,0,y,1,79,t,m,f,0,4000,p,0,f,f,no.
v,g,38,92,f,0,5,b,f,300,0,175,0,u,3,24,t,k,0,3000000,2,g,1,f,f,no.
ff,g,26,83,f,0,0,b,f,100,0,54,0,u,2,98,f,k,f,1000000,0,g,0,f,f,no.
v,g,17,92,f,0,4,b,f,280,0,205,0,u,3,37,f,aa,f,2800000,750,g,1,f,f,no.
v,g,25,42,f,0,165,b,t,272,0,54,1,u,2,63,f,W,t,2720000,444,g,0,f,f,no.
h,g,26,92,t,5,0,a,t,0,0,135,2,u,3,2,f,q,0,0,5000,g,0,t,f,yes.
v,g,27,67,t,5,75,b,f,487,0,1375,0,u,2,12,t,W,0,4870000,500,g,0,t,f,yes.
v,g,38,67,t,0,85,b,f,280,0,21,0,u,4,34,t,k,f,2800000,0,g,0,t,f,yes.
v,g,32,17,t,1,85,a,t,120,0,146,16,u,2,84,f,W,0,1200000,2079,g,1,f,t,yes.
h,g,32,67,t,5,5,b,t,408,0,55,12,u,2,66,t,q,t,4080000,1000,g,0,t,f,yes.
h,g,48,75,t,12,5,b,t,181,0,85,9,u,4,0,f,c,t,1810000,1655,g,1,f,t,yes.
v,g,21,0,t,2,25,b,t,80,0,479,1,y,3,21,t,W,0,800000,300,p,0,t,f,yes.
h,g,48,17,t,15,5,b,t,0,0,7625,12,u,2,87,f,W,0,0,790,g,1,f,t,yes.
h,g,39,33,t,10,0,b,t,399,0,5875,14,u,4,66,t,cc,t,3990000,0,g,1,f,t,yes.
v,g,25,8,t,0,25,a,f,370,0,254,0,y,4,31,t,aa,0,3700000,0,p,1,f,t,yes.
bb,g,23,25,t,0,25,b,f,160,0,4,0,u,2,12,t,c,0,1600000,0,g,1,f,t,yes.
v,g,30,67,t,2,0,a,t,220,0,12,1,u,2,75,f,c,0,2200000,19,g,1,f,t,yes.
v,g,20,8,t,1,0,0,t,240,0,125,1,u,1,66,f,q,t,2400000,768,g,1,f,f,yes.
h,g,36,67,t,9,0,b,f,102,0,325,0,u,2,2,t,q,0,1020000,639,g,1,f,t,yes.
h,g,23,17,t,0,46,b,t,100,0,11125,1,u,2,15,f,x,t,1000000,0,g,0,t,f,yes.
h,g,15,83,t,1,5,a,t,100,0,585,2,u,2,18,f,c,t,1000000,0,g,1,f,t,yes.
v,g,16,8,t,1,75,b,t,352,0,75,5,u,2,4,t,c,t,3520000,690,g,1,f,t,yes.
bb,g,47,0,t,5,165,a,t,0,0,13,9,u,3,18,t,i,t,0,0,g,0,t,f,yes.
bb,s,21,25,t,0,5,a,t,80,0,2335,4,u,2,28,f,i,0,800000,0,g,1,f,t,yes.
z,g,65,42,t,20,0,b,t,22,0,11,7,u,2,3,t,e,0,220000,0,g,0,t,f,yes.
v,g,20,5,t,2,0,b,t,200,0,2415,11,u,4,41,t,c,0,2000000,3000,g,1,f,t,yes.
ff,g,55,92,t,5,0,b,t,0,0,115,5,u,1,31,f,ff,0,0,8851,g,0,t,f,yes.
v,g,34,92,t,0,0,b,f,239,0,25,0,u,2,27,t,W,f,2390000,200,g,0,t,f,yes.
bb,g,56,58,t,15,0,b,t,0,0,185,17,u,4,15,t,d,t,0,0,g,0,t,f,yes.
v,g,25,17,t,1,0,b,t,0,0,6,3,u,3,93,f,c,0,0,0,g,0,t,f,yes.
v,g,25,8,t,1,665,b,t,395,0,171,1,u,4,4,t,x,0,3950000,20,g,0,t,f,yes.
v,g,57,83,t,14,0,b,t,360,0,704,6,u,3,49,t,m,0,3600000,1332,g,0,t,f,yes.
h,g,34,92,t,7,5,b,t,0,0,5,6,u,4,84,t,x,0,0,1000,g,1,f,t,yes.
v,g,33,58,t,4,25,b,t,204,0,275,6,u,3,1,f,m,0,2040000,0,g,0,t,f,yes.
ff,g,35,17,f,0,0,a,t,0,0,375,6,u,3,21,f,ff,t,0,200,g,0,f,f,no.
v,g,32,42,f,0,165,b,f,120,0,3,0,u,2,96,t,d,f,1200000,0,g,1,f,f,no.
bb,g,34,25,f,0,25,b,f,163,0,175,0,u,3,65,t,W,0,1630000,0,g,1,f,t,no.
v,g,21,92,f,0,125,b,f,360,0,5,0,u,3,17,f,c,0,3600000,0,g,0,f,f,no.
v,g,19,5,f,0,29,b,f,280,0,29,0,u,3,6,f,k,0,2800000,364,g,0,f,f,no.
h,g,29,5,f,2,0,0,f,256,0,2,0,y,4,14,f,e,0,2560000,17,p,1,f,f,no.
v,g,41,17,f,0,25,b,f,0,0,125,0,y,2,89,f,W,f,0,195,p,1,f,f,no.
h,g,37,33,f,0,21,a,f,260,0,25,0,u,3,89,f,i,0,2600000,246,g,0,f,f,no.
v,g,18,8,f,0,4,b,f,140,0,675,0,y,3,5,f,m,0,1400000,0,p,0,f,f,no.
v,g,32,33,f,1,25,b,f,280,0,25,0,u,4,43,t,c,f,2800000,0,g,0,f,f,no.
v,g,23,75,f,0,25,a,t,240,0,71,1,u,2,73,t,W,t,2400000,4,g,0,f,f,no.
v,g,23,5,f,0,415,b,t,280,0,3165,1,y,1,58,t,k,0,2800000,80,p,1,f,f,no.
h,g,21,17,f,0,25,b,f,280,0,25,0,y,3,97,f,c,0,2800000,204,p,0,f,f,no.
v,g,36,17,f,0,85,b,f,320,0,18125,0,u,3,13,f,W,0,3200000,3552,g,1,f,f,no.
h,g,27,25,f,0,125,a,t,272,0,29,1,u,3,96,t,m,t,2720000,108,g,0,f,f,no.
v,g,18,67,f,0,375,b,t,0,0,5,2,u,3,29,f,q,t,0,38,g,0,t,f,no.
bb,g,22,0,f,0,165,b,f,0,0,7835,0,y,4,32,t,i,f,0,0,p,0,f,f,no.
v,s,30,75,f,0,585,b,f,0,0,1585,0,u,2,68,t,d,f,0,0,g,1,f,f,no.
v,s,30,58,f,0,125,b,f,80,0,271,0,y,3,57,t,m,f,800000,0,p,0,f,f,no.
bb,g,43,17,f,2,25,b,f,141,0,5,0,u,3,9,t,i,0,1410000,0,g,1,f,f,no.
v,g,29,17,f,3,5,b,t,329,0,35,3,u,2,68,t,W,0,3290000,0,g,0,t,f,no.
h,g,19,67,f,0,835,b,f,140,0,1,0,y,4,18,t,k,0,1400000,0,p,1,f,t,no.
ff,g,36,75,f,0,0,a,f,160,0,471,0,u,4,42,f,ff,0,1600000,0,g,0,f,f,no.
h,g,29,42,f,0,25,b,t,400,0,125,2,u,0,91,t,c,0,4000000,108,g,0,f,f,no.
v,g,42,75,f,0,4,b,f,108,0,4085,0,u,2,62,f,aa,0,1080000,100,g,0,f,f,no.
v,g,25,83,f,0,5,b,f,0,0,12835,0,u,3,35,f,cc,f,0,2,g,1,f,f,no.
v,s,23,75,f,2,85,b,f,80,0,12,0,u,5,4,f,c,f,800000,0,g,0,f,f,no.
ff,g,26,58,f,0,0,a,f,180,0,254,0,y,2,19,t,ff,f,1800000,60,p,1,f,f,no.
v,g,20,67,f,0,125,b,f,0,0,415,0,u,4,41,f,c,0,0,44,g,0,f,f,no.
h,s,30,33,f,0,85,b,f,252,0,5,0,u,4,63,t,d,f,2520000,0,g,0,f,f,no.
h,g,21,8,f,0,4,b,f,140,0,4125,0,y,2,33,f,i,0,1400000,100,p,1,f,f,no.
v,g,17,8,f,0,335,b,f,140,0,329,0,u,3,9,t,i,f,1400000,2,g,1,f,f,no.
v,g,26,25,f,0,125,b,f,100,0,154,0,u,3,18,f,W,0,1000000,0,g,1,f,f,no.
v,g,30,17,f,0,4,b,f,170,0,1085,0,y,3,72,f,c,f,1700000,179,p,1,f,f,no.
bb,g,57,8,f,1,0,a,f,252,0,335,0,u,1,38,t,i,0,2520000,2197,g,1,f,t,no.
bb,g,39,92,f,0,21,b,f,550,0,5,0,u,0,0,f,i,f,5500000,0,g,0,f,f,no.
v,g,22,92,t,0,4,a,f,80,0,11585,0,u,4,26,f,cc,0,800000,1349,g,0,t,f,yes.
h,g,24,5,t,1,5,a,f,280,0,5,0,u,3,36,f,q,0,2800000,824,g,0,t,f,yes.
dd,g,20,25,t,0,0,b,f,0,0,996,0,u,3,6,f,e,0,0,0,g,1,f,t,yes.
v,g,18,5,t,1,5,b,t,120,0,2,2,u,3,66,f,i,0,1200000,300,g,0,t,f,yes.
v,g,25,17,t,0,625,b,t,0,0,35,7,u,3,47,f,cc,t,0,7059,g,1,f,t,yes.
h,g,44,33,t,5,0,b,f,320,0,5,0,u,4,26,t,i,0,3200000,0,g,1,f,t,yes.
v,g,18,8,t,0,5,b,f,80,0,55,0,u,1,1,f,k,0,800000,0,g,0,t,f,yes.
v,g,60,58,t,11,0,a,f,21,0,165,0,u,1,53,t,q,0,210000,10561,g,0,t,f,yes.
bb,g,41,5,t,3,5,b,f,216,0,154,0,u,5,1,f,i,0,2160000,0,g,0,f,f,yes.
h,g,25,75,t,0,875,a,f,491,0,5,0,u,1,65,t,c,0,4910000,0,g,1,f,t,yes.
v,g,29,25,t,5,4,b,t,168,0,1479,5,u,1,58,t,aa,t,1680000,0,g,0,t,f,yes.
v,g,31,67,t,3,0,b,t,250,0,16165,9,u,3,39,f,d,t,2500000,730,g,1,f,t,yes.
ff,g,60,8,t,18,0,b,t,0,0,145,15,u,1,86,t,ff,t,0,1000,g,1,f,t,yes.
v,g,22,33,t,2,0,b,t,80,0,11,1,u,2,9,f,W,0,800000,278,g,0,t,f,yes.
bb,g,40,0,t,3,5,b,t,0,0,65,1,u,3,9,f,aa,0,0,500,g,1,f,t,yes.
h,g,35,17,t,1,625,b,t,515,0,25125,1,u,2,71,t,x,0,5150000,500,g,0,t,f,yes.
h,g,20,75,t,0,335,a,t,80,0,10335,1,u,4,65,t,cc,t,800000,50,g,1,f,t,yes.
v,g,32,8,t,2,5,b,f,360,0,4,0,u,2,55,t,m,0,3600000,0,g,1,f,t,yes.
h,g,23,92,t,1,875,b,t,200,0,15,6,u,1,61,f,d,t,2000000,327,g,0,t,f,yes.
v,g,23,25,t,3,17,a,t,120,0,5875,10,u,2,79,f,q,0,1200000,245,g,0,t,f,yes.
h,g,46,67,t,0,415,a,t,440,0,46,11,u,5,38,t,cc,0,4400000,6,g,0,t,f,yes.
h,g,25,0,t,3,5,a,t,400,0,1233,6,u,3,74,f,cc,t,4000000,458,g,1,f,t,yes.
v,g,25,5,t,0,25,b,t,260,0,375,3,u,4,33,f,m,t,2600000,15108,g,1,f,t,yes.
v,g,18,75,t,2,71,a,t,0,0,75,5,u,4,68,f,q,t,0,26726,g,0,t,f,yes.
v,g,23,5,t,8,5,a,t,120,0,9,5,u,3,21,t,q,t,1200000,0,g,1,f,t,yes.
v,g,34,17,t,4,5,b,t,0,0,917,12,u,3,36,t,c,0,0,221,g,0,t,f,yes.
v,g,27,83,t,3,75,b,t,100,0,154,5,u,4,44,t,W,0,1000000,3,g,0,t,f,yes.
v,g,36,75,t,5,0,a,f,0,0,5125,0,u,3,56,t,e,f,0,4000,g,1,f,t,yes.
v,s,22,67,f,0,75,a,f,160,0,335,0,u,2,83,f,q,0,1600000,0,g,0,f,f,no.
0,g,80,25,f,0,54,b,f,0,0,55,0,u,3,7,f,0,0,0,340,g,0,t,f,no.
v,s,34,83,f,3,0,b,f,200,0,25,0,y,3,17,f,W,f,2000000,0,p,1,f,f,no.
h,g,55,75,f,6,75,a,t,100,0,708,3,u,2,67,t,k,0,1000000,50,g,1,f,t,no.
v,g,22,17,f,3,335,b,t,180,0,12125,2,u,3,38,t,c,0,1800000,173,g,0,f,f,no.
z,g,62,75,f,0,0,b,f,0,0,7,0,u,3,7,f,e,0,0,12,g,0,f,f,no.
h,g,47,25,t,2,75,a,t,333,0,75,1,u,4,56,f,q,0,3330000,892,g,1,f,t,yes.
v,g,33,67,t,0,375,a,f,300,0,375,0,u,3,14,f,cc,0,3000000,44,g,0,f,f,yes.
h,g,33,17,t,6,5,b,f,164,0,104,0,u,2,24,t,r,0,1640000,31285,g,0,t,f,yes.
h,g,25,0,t,1,4,a,f,160,0,875,0,u,2,83,t,x,f,1600000,5860,g,1,f,t,yes.
v,g,26,67,t,1,0,b,t,160,0,175,5,y,1,61,t,c,0,1600000,5777,p,0,t,f,yes.
v,g,48,5,t,0,125,b,f,225,0,425,0,u,3,36,t,m,0,2250000,0,g,1,f,t,yes.
v,g,37,42,t,0,4,b,f,400,0,204,0,u,2,76,t,W,0,4000000,5800,g,0,t,f,yes.
n,g,18,0,t,0,21,b,f,200,0,165,0,u,0,76,f,q,f,2000000,40,g,0,f,f,yes.
ff,g,56,5,t,0,0,a,t,0,0,16,15,u,2,62,f,j,t,0,247,g,0,t,f,yes.
v,g,25,75,t,1,46,b,t,312,0,5,5,u,1,87,t,c,t,3120000,0,g,1,f,t,yes.
v,g,22,58,t,0,415,a,t,0,0,1075,5,u,3,64,t,q,0,0,560,g,1,f,t,yes.
h,g,33,17,t,2,4,b,t,180,0,304,1,y,2,98,t,c,t,1800000,18027,p,0,t,f,yes.
h,g,32,0,t,0,4,b,f,393,0,175,0,y,1,39,t,e,0,3930000,0,p,1,f,t,yes.
h,g,40,83,t,1,75,a,f,29,0,1,0,u,3,56,f,q,0,290000,837,g,1,f,t,yes.
v,g,59,67,t,0,125,b,f,260,0,154,0,u,2,96,t,q,f,2600000,0,g,0,t,f,yes.
v,g,42,5,t,3,165,b,f,52,0,4915,0,y,5,75,t,W,0,520000,1442,p,1,f,t,yes.
z,g,28,8,t,0,0,a,f,0,0,15,0,y,3,91,f,e,0,0,13212,p,0,t,f,yes.
v,g,37,75,t,0,125,a,f,228,0,55,0,u,2,74,t,q,f,2280000,0,g,0,t,f,yes.
v,g,53,92,t,8,665,b,t,0,0,9625,5,u,3,73,f,e,0,0,0,g,1,f,t,yes.
bb,g,47,67,t,15,0,b,t,0,0,29,20,u,3,27,f,c,t,0,15000,g,1,f,t,yes.
v,s,23,25,t,0,835,b,f,300,0,1,0,u,3,76,f,c,f,3000000,0,g,1,f,t,yes.
h,g,22,67,t,2,585,b,f,0,0,254,0,y,5,56,f,c,f,0,0,p,0,t,f,yes.
ff,g,54,58,t,14,415,b,t,30,0,9415,11,u,2,73,t,ff,0,300000,300,g,0,t,f,yes.
h,g,34,25,t,7,415,b,f,0,0,3,0,u,3,92,t,cc,0,0,0,g,1,f,t,yes.
v,g,27,58,t,2,0,b,t,370,0,204,3,y,4,59,t,aa,0,3700000,560,p,1,f,t,yes.
v,g,60,92,t,4,0,a,t,0,0,5,4,u,1,94,f,aa,t,0,99,g,1,f,t,yes.
v,g,47,42,t,13,875,a,t,519,0,3,2,u,3,3,t,x,0,5190000,1704,g,1,f,t,yes.
h,g,37,33,t,4,25,b,t,93,0,65,12,u,3,4,t,m,0,930000,0,g,0,t,f,yes.
v,g,20,42,t,1,585,a,t,0,0,835,1,u,3,89,f,q,t,0,0,g,1,f,t,yes.
v,g,44,17,t,7,375,a,t,0,0,6665,3,u,2,39,t,q,t,0,0,g,0,t,f,yes.
n,g,34,75,t,5,375,b,t,0,0,15,9,u,5,5,t,r,0,0,134,g,0,t,f,yes.
v,s,20,5,t,2,5,b,f,40,0,1,0,y,4,91,f,c,0,400000,0,p,0,t,f,yes.
j,s,22,67,t,2,25,b,f,0,0,165,0,u,2,28,t,c,0,0,0,g,1,f,f,yes.
